Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care (product.metafields.custom.care),Description (product.metafields.custom.description1),description (product.metafields.custom.description2),free shipping in the USA (product.metafields.custom.free_shipping_in_the_usa),HID (product.metafields.custom.hid),materials  (product.metafields.custom.materials_),Measurments (product.metafields.custom.measurments),placemats (product.metafields.custom.placemats),Related Size - Large (product.metafields.custom.related_size_large),Related Size - Medium (product.metafields.custom.related_size_medium),shipping and returns  (product.metafields.custom.shipping_and_returns),TINUUID (product.metafields.custom.tinuuid),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Cover material (product.metafields.shopify.cover-material),Fabric (product.metafields.shopify.fabric),Shape (product.metafields.shopify.shape),Throw pillow shape (product.metafields.shopify.throw-pillow-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
m-mustered-yellow-cotton-knot-floor-cushion,(M) Mustered Yellow Cotton Knot Floor Cushion,"<meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8""><meta charset=""utf-8"">
<p><span>Rich, luxe and always elegant, velvet is our new favourite thing.</span><span> </span><span>A</span><span>dd a slice of style to your home with the help of our gorgeously knot floor cushions.</span><span> </span>These floor cushions are beautiful and functional. The wooden rings, that tie the cushion together are hand made by our wonderful wood turner. </p>
<p><span><strong>Size:</strong> 55</span><span>X55</span><span> cm / 22X22 inch</span></p>
<p><span><strong>Height:</strong> 30 cm / 12 inch</span></p>
<p><strong>Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester vegan suede fabric.<br><strong>Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. </p>
<p><b>Production</b><strong> and shipping time:</strong> We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden rings to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><meta charset=""utf-8""><strong>Please Read about our<span> </span><a title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>",knots studio,,"","",false,Title,Default Title,,,,,,,,"",3500.0,shopify,deny,manual,232.00,265.00,true,true,,,,,FALSE,https://cdn.shopify.com/s/files/1/1129/5340/products/3_9527a5ad-64b2-49fd-83a1-37522a9273c6.jpg?v=1651661007,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
mango-orange-vegan-suede-woven-bench,Mango Orange Vegan Suede Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,"",9000.0,shopify,continue,manual,885.00,,true,true,,,,,Fals,,,,false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
mango-orange-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,"",9000.0,shopify,continue,manual,1095.00,,true,true,,,,,Fals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
indigo-bllue-vegan-suede-woven-bench,Indigo Blue Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,828,9000.0,shopify,deny,manual,705.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Blue_c67d5b7b-6785-43d7-85ed-cb55c6ea8694.jpg?v=1655628855,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
indigo-bllue-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,848,9000.0,shopify,deny,manual,946.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Blue3_2ac1d297-3e17-47bd-b4ca-b16426b84f46.jpg?v=1655628872,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
indigo-bllue-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Blue2_de5dbf7f-fb81-48c0-bead-0196477791f0.jpg?v=1655628899,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-vegan-suede-woven-bench,Rose Pink Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,827,9000.0,shopify,deny,manual,705.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Pink.jpg?v=1655633865,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
rose-pink-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,847,9000.0,shopify,deny,manual,946.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Pink3.jpg?v=1655633914,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
rose-pink-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Pink2_90891eed-21fb-4fc6-b7fd-53ee538c48bb.jpg?v=1655633914,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desert-yellow-vegan-suede-woven-bench,Desert Yellow Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,826,9000.0,shopify,deny,manual,705.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow.jpg?v=1655627081,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
desert-yellow-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,846,9000.0,shopify,deny,manual,946.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow3_e62ddf37-b625-4823-bc56-18282b15b5cb.jpg?v=1655627098,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
desert-yellow-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow2_9cb7cceb-dbcd-45ca-b107-578c715d41de.jpg?v=1655627052,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-earth-vegan-suede-woven-bench,Red Earth Vegan Suede Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,825,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/piloow6922_1.jpg?v=1655630535,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
red-earth-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,845,9000.0,shopify,deny,manual,1095.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Red_ce7a9d94-29bf-4832-935b-c2e0f6e74a4d.jpg?v=1655630762,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
red-earth-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Red2_49abcc74-c0b6-40fa-b8a3-1dd8d608865f.jpg?v=1655630786,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-vegan-suede-woven-bench,Graphite Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,824,9000.0,shopify,deny,manual,705.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Graphite_4893bea1-42e6-4cd9-9881-7859831908c8.jpg?v=1655627904,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
graphite-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,844,9000.0,shopify,deny,manual,946.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Graphite3_ee9896ff-52fc-44bf-a697-7dd1a1b28a54.jpg?v=1655628077,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
graphite-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Graphite2_a4531bbf-76a5-49bc-af4d-3fd92f7b6892.jpg?v=1655628096,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-vegan-suede-woven-bench,Arora Grey Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,823,9000.0,shopify,deny,manual,705.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/wovenbenchnewarora.jpg?v=1674131668,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
stone-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,843,9000.0,shopify,deny,manual,946.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Stone3.png?v=1674131668,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
stone-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/wovenbenchnewarora2.jpg?v=1674131671,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-brown-vegan-suede-woven-bench,Chocolate Brown Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,822,9000.0,shopify,deny,manual,705.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate_cd8d2f99-b25e-4057-bd3b-16bdcc29f882.jpg?v=1655627386,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
chocolate-brown-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,842,9000.0,shopify,deny,manual,946.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate2_b418d682-39b4-44ed-b146-3d79d7384c59.jpg?v=1655627360,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
chocolate-brown-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate_37e2ab66-4df0-4092-984c-175f0b08b9c5.jpg?v=1655627360,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camel-vegan-suede-woven-bench,Camel Vegan Suede Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,821,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel_5de6246e-e4d2-46fd-96ab-f69b52ef29cc.jpg?v=1655627320,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
camel-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,841,9000.0,shopify,deny,manual,1095.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel3_740a31e6-3f25-4456-b29d-719b52543e17.jpg?v=1655627167,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
camel-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel2_393530f0-0d95-41cb-8dbc-148c60b02244.jpg?v=1655627167,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
army-green-vegan-suede-woven-bench,Army Green Vegan Suede Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,820,9000.0,shopify,deny,manual,665.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Army.jpg?v=1655625916,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
