Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Redemption eligible (product.metafields.app--22258319361--tyb.redemption_eligible),linked color products (product.metafields.custom.linked_color_products),swatch color (product.metafields.custom.swatch_color),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Hair styling tool features (product.metafields.shopify.hair-styling-tool-features),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / India,Price / India,Compare At Price / India,Status
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/M1A1236.jpg?v=1775159636,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-urban-oasis-set-of-2-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/dafni_klix_eternal_blush_icon_d0c1b60f-4a25-4dfc-82b6-5e80915018a4.png?v=1775159636,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold-copy,DAFNI KLIX - THE BOW - Burgundy- Limited Edition,"<h3>YES! We reinvented the hair bow!</h3>
<ul>
<li>
<strong>Finally, effortless made easy</strong> get the bow you always wanted strongly secure in a click</li>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging<meta charset=""utf-8"">
</li>
<li>
<strong>Endless iconic hairstyles </strong>are a click away.</li>
<li>Patent pending.</li>
</ul>
<p data-end=""110"" data-start=""58""><strong data-end=""78"" data-start=""58"">Color:</strong><br data-end=""81"" data-start=""78"">Burgundy.<br></p>
<p data-end=""110"" data-start=""58""><strong>Size: <br></strong><meta charset=""utf-8"">Thoughtfully designed at 5"" × 9.5"".<br></p>
<p data-end=""182"" data-start=""112""> </p>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",BOWS,"",true,Title,Default Title,,,,,,,,DH3.4KX3-1BR,160.0,shopify,deny,manual,25.00,,true,true,,,,,'791689995465,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/BURGUNDYBOW2.jpg?v=1773394809,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-bow-black; dafni-klix-the-bow-rose-gold-copy; dafni-klix-the-bow-navy; dafni-klix-the-bow-pearl-white; dafni-klix-the-bow-rose-gold,#800020,,,,red,,,,,kg,,,true,,,true,,,active
dafni-klix-the-bow-rose-gold-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/BURGUNDYBOW_OPEN.jpg?v=1773394809,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5483.jpg?v=1774521246,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/DAFNI_19.26_5071.jpg?v=1774521265,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
romantic-trio,Romantic Trio,,DAFNI®,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,75.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,false,,,draft
full-house,FULL HOUSE,"<p>The Original Icons. All in One Set.

This is the ultimate KLIX collection—the trio that started it all + the two original ICON sets that took over your feeds.
Five KLIX, three iconic looks, one full house of hair magic.
From sleek to statement, you’ll have a KLIX for every mood, moment, and messy bun rescue.

These are the day-ones. The trendsetters. The internet-breakers.
Whether you're treating yourself or giving the gift of great hair—this set delivers big.
Oh, and shipping? Totally on us.</p>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",bundle,"",false,Title,Default Title,,,,,,,,DH12.1FULLHOUSE,0.0,,deny,manual,65.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/bundle08_e182336a-94a3-4663-934d-293d4e1856ef.jpg?v=1764239109,1,bundle08.jpg,false,,,502988,,,,,,,,,,,,,,,,adults; teens,multicolor,plastic,,female; unisex,,kg,,,true,,,true,,,archived
the-signature-set-copy,FULL HOUSE.temp,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:6267b1e0-419f-4eac-8bc6-840cbb7f01ad-4"" data-testid=""conversation-turn-10"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""0f80b8e8-6c86-4b6a-9ae6-464ee5e903d2"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-4o"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-start=""215"" data-end=""254""><strong data-start=""215"" data-end=""254"">The Original Icons. All in One Set.</strong></p>
<p data-start=""256"" data-end=""536"">This is the <strong data-start=""268"" data-end=""296"">ultimate KLIX collection</strong>—the trio that started it all + the two original ICON sets that took over your feeds.<br data-start=""381"" data-end=""384"">Five KLIX, three iconic looks, one full house of hair magic.<br data-start=""444"" data-end=""447"">From sleek to statement, you’ll have a KLIX for every mood, moment, and messy bun rescue.</p>
<p data-start=""538"" data-end=""734"">These are the day-ones. The trendsetters. The internet-breakers.<br data-start=""602"" data-end=""605"">Whether you're treating yourself or giving the gift of great hair—this set delivers <em data-start=""689"" data-end=""694"">big</em>.<br data-start=""695"" data-end=""698"">Oh, and shipping? <strong data-start=""716"" data-end=""734"">Totally on us.</strong></p>
</div>
</div>
</div>
</div>
</div>
</div>
</article>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Accessories,"",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,68.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/bundle08.jpg?v=1764231566,1,"",false,,,487,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,false,,,draft
travel-luxe-set-copy,THE SIGNATURE SET,"<article class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:6267b1e0-419f-4eac-8bc6-840cbb7f01ad-4"" data-testid=""conversation-turn-10"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""0f80b8e8-6c86-4b6a-9ae6-464ee5e903d2"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" data-message-model-slug=""gpt-4o"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-end=""254"" data-start=""233""><strong data-end=""254"" data-start=""233"">THE SIGNATURE SET+ FREE SHIPPING</strong></p>
<p data-end=""711"" data-start=""256"">This is where the KLIX revolution began.<br data-end=""299"" data-start=""296"">Featuring the <strong data-end=""332"" data-start=""313"">Minimalist Trio</strong> that broke the internet—our first-ever release that sold out in days.<br data-end=""405"" data-start=""402"">Paired with <strong data-end=""434"" data-start=""417"">two ICON KLIX</strong> for bold, effortless styling that takes your look to the next level.<br data-end=""506"" data-start=""503"">Five KLIX. Endless style.<br data-end=""534"" data-start=""531"">Whether you're gifting or collecting, this set is the ultimate expression of KLIX magic.<br data-end=""625"" data-start=""622"">It’s iconic. It’s essential. It’s <em data-end=""664"" data-start=""659"">the</em> Signature Set.<br data-end=""682"" data-start=""679"">And yes- <strong data-end=""710"" data-start=""690"">shipping’s on us</strong>.</p>
</div>
</div>
</div>
</div>
</div>
</div>
</article>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Accessories,"",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,41.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/bundle05.jpg?v=1764228072,1,"",false,,,487,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,false,,,draft
power-couple-copy,TRAVEL LUXE SET,"<article data-turn=""assistant"" data-scroll-anchor=""true"" data-testid=""conversation-turn-10"" data-turn-id=""request-WEB:6267b1e0-419f-4eac-8bc6-840cbb7f01ad-4"" dir=""auto"" class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto [content-visibility:auto] supports-[content-visibility:auto]:[contain-intrinsic-size:auto_100lvh] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-model-slug=""gpt-4o"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-1"" dir=""auto"" data-message-id=""0f80b8e8-6c86-4b6a-9ae6-464ee5e903d2"" data-message-author-role=""assistant"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[1px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<p data-end=""222"" data-start=""122"">✈️ <strong data-end=""175"" data-start=""125"">TRAVEL LUX SET: DAFNI ACTIVE + MINIMALIST TRIO</strong> ✨<br data-end=""180"" data-start=""177"">Your on-the-go glam team in one sleek set.</p>
<p data-end=""421"" data-start=""224"">DAFNI ACTIVE: Our portable powerhouse straightening brush- cordless, compact, and always ready.<br data-end=""321"" data-start=""318"">MINIMALIST SET: Three styling essentials for texture, touch-ups, and polish- wherever life takes you.</p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""578"" data-start=""423"">From jet-setting to daily commutes, this duo is made for fast-paced lives and flawless hair.<br data-end=""518"" data-start=""515"">The ultimate gift for the go-getter. Light. Luxe. Limitless.</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>
<div class=""pointer-events-none h-px w-px"" data-edge=""true"" aria-hidden=""true""><br></div>",DAFNI®,Health & Beauty > Personal Care > Hair Care > Hair Styling Tools > Combs & Brushes > Straightening Brushes,Accessories,"",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/bundle02.jpg?v=1763994199,1,"",false,,,487,,,,,,,,,,,,,,,,,,,,,,kg,,,false,,,false,,,draft
power-couple,POWER COUPLE,"<p data-start=""93"" data-end=""205"">🎁 <strong data-start=""96"" data-end=""138"">THE ICONIC DUO: DAFNI POWER + DAFNI KLIX</strong> 🎁<br data-start=""141"" data-end=""144"">Our two best-selling, patent-pending heroes-finally together.</p>
<p data-start=""207"" data-end=""375"">DAFNI POWER: The cult-favorite brush for sleek, smooth, effortless styling.<br data-start=""282"" data-end=""285"">DAFNI KLIX: The magnetic bow that <em data-start=""319"" data-end=""327"">clicks</em> into place. No slip, no pull-just instant glam.</p>
<p data-start=""377"" data-end=""454"" data-is-last-node="""" data-is-only-node="""">The ultimate gift for any occasion. More joy. More style. More elevated hair.</p>",DAFNI®,Health & Beauty > Personal Care > Hair Care > Hair Styling Tools > Combs & Brushes > Straightening Brushes,Accessories,"",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,159.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0765/0102/5069/files/POWERCOUPLE.jpg?v=1763993020,1,"",false,,,487,,,,,,,,,,,,,,,,,,,,,,kg,,,false,,,false,,,draft
power-couple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/Product_Pictures_for_Website_4.png?v=1771516446,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power-couple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/59_50440bb0-7e96-4a6b-90f1-31e0dbe8df15.png?v=1768492498,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-black,DAFNI KLIX - THE BOW - Black,"<h3>YES! We reinvented the hair bow!</h3>
<ul>
<li>
<strong>Finally, effortless made easy</strong> get the bow you always wanted strongly secure in a click</li>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging<meta charset=""utf-8"">
</li>
<li>
<strong>Endless iconic hairstyles </strong>are a click away.</li>
<li>Patent pending.</li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Color:</strong><br data-start=""78"" data-end=""81"">Black.</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br></strong><meta charset=""utf-8"">Thoughtfully designed at 5"" × 9.5"".<br></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",BOWS,"",true,Title,Default Title,,,,,,,,DH3.4KX3-1B,160.0,shopify,deny,manual,25.00,,true,true,,,,,'0791689995434,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/BLACKBOW2.jpg?v=1774543701,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-bow-black; dafni-klix-the-bow-rose-gold-copy; dafni-klix-the-bow-navy; dafni-klix-the-bow-pearl-white; dafni-klix-the-bow-rose-gold,#000000,,'0,,,,,,,kg,,,true,,,true,,,active
dafni-klix-the-bow-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/BLACKBOW_OPEN.jpg?v=1774543701,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/bow_black.png?v=1774543701,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/Product_Pictures_for_Website_1_cf5e810a-92ac-443a-907f-beb8dd14994e.png?v=1774543701,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/yali_front_black_bow.png?v=1774543701,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-navy,DAFNI KLIX - THE BOW - Navy,"<h3>YES! We reinvented the hair bow!</h3>
<ul>
<li>
<strong>Finally, effortless made easy</strong> get the bow you always wanted strongly secure in a click</li>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging<meta charset=""utf-8"">
</li>
<li>
<strong>Endless iconic hairstyles </strong>are a click away.</li>
<li>Patent pending.</li>
</ul>
<p data-end=""110"" data-start=""58""><strong data-end=""78"" data-start=""58"">Color:</strong><br data-end=""81"" data-start=""78"">Navy.</p>
<p data-end=""110"" data-start=""58""><strong>Size: <br></strong><meta charset=""utf-8"">Thoughtfully designed at 5"" × 9.5"".<br></p>
<p data-end=""182"" data-start=""112""> </p>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",BOWS,"",true,Title,Default Title,,,,,,,,DH3.4KX3-1N,72.5747792,shopify,deny,manual,25.00,,true,true,,,,,'0791689995441,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/BLUEBOW2.jpg?v=1774521391,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-bow-black; dafni-klix-the-bow-rose-gold-copy; dafni-klix-the-bow-navy; dafni-klix-the-bow-pearl-white; dafni-klix-the-bow-rose-gold,#000080,,'0,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-bow-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/BLUEBOW_OPEN.jpg?v=1774521391,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/navybow_back.png?v=1774521391,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/navybowupdo.png?v=1773394845,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/navybowfrontforshopify.png?v=1773394845,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/navybow_full_body.png?v=1773394845,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold,DAFNI KLIX - THE BOW - Rose Gold,"<h3>YES! We reinvented the hair bow!</h3>
<ul>
<li>
<strong>Finally, effortless made easy</strong> get the bow you always wanted strongly secure in a click</li>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging<meta charset=""utf-8"">
</li>
<li>
<strong>Endless iconic hairstyles </strong>are a click away.</li>
<li>Patent pending.</li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Color:</strong><br data-start=""78"" data-end=""81"">Rose gold.</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br></strong><meta charset=""utf-8"">Thoughtfully designed at 5"" × 9.5"".<br></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",BOWS,"",true,Title,Default Title,,,,,,,,DH3.4KX3-1R,72.5747792,shopify,deny,manual,25.00,,true,true,,,,,'0791689995410,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/thebowforthesite.png?v=1773396063,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-bow-black; dafni-klix-the-bow-rose-gold-copy; dafni-klix-the-bow-navy; dafni-klix-the-bow-pearl-white; dafni-klix-the-bow-rose-gold,#d7b399,,,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-bow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/thebowforthesiteopen.png?v=1773396063,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/rose_gold_open.jpg?v=1773396063,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/rosebowfront.png?v=1773395914,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/rosebowback.png?v=1773395863,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/rose_gold.jpg?v=1773395863,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-bow-rose-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/rosebow_two.png?v=1773394865,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,DAFNI KLIX - the icon - Tropical Sunset - Set of 2,"<h3>The world's first magnetic hair clips!</h3>
<ul>
<li>
<strong>Strong Magnetic Hold</strong> – No slipping, no tugging</li>
<li>
<strong>Seamless magnetic</strong> connection, clean design</li>
<li>
<strong>2 Are Better Than 1</strong> – Create looks no ordinary clip can</li>
<li style=""font-weight: bold;""><strong>Endless hairstyles</strong></li>
</ul>
<p data-start=""58"" data-end=""110""><strong data-start=""58"" data-end=""78"">Set of 2 Colors:</strong><br data-start=""78"" data-end=""81"">Turquoise • Peach</p>
<p data-start=""58"" data-end=""110""><strong>Size: <br></strong>3 cm each piece</p>
<p data-start=""112"" data-end=""182"">Includes an exclusive<strong> sticky pad for the mirror </strong>— store your <strong>DAFNI Klix</strong> with style and ease!</p>
<p data-start=""112"" data-end=""182""><iframe title=""YouTube video player"" src=""https://www.youtube.com/embed/5wd22EzrdVA?si=CwTy1Io16n8n6flq"" height=""315"" width=""560""></iframe></p>
<p data-start=""112"" data-end=""182""> </p>",DAFNI®,Apparel & Accessories > Clothing Accessories > Hair Accessories,Klix,"",true,Title,Default Title,,,,,,,,DH3.4KX1.1T1P,45.359237,shopify,deny,manual,20.00,20.00,true,true,,,,,'0791689995342,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/54.png?v=1767640524,1,"",false,,,171,,,,,,,,,,,,dafni-klix-the-icon-urban-oasis-set-of-2-copy; dafni-klix-the-icon-iconic-edit-set-of-2; dafni-klix-the-icon-sandstone-set-of-2; dafni-klix-the-icon-set-of-2-brown-turquoise; dafni-klix-the-icon-set-of-2-brown-turquoise-copy,#f47f3c,,,,,,,,,lb,,,true,,,true,,,active
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/58_8295744d-fb0e-4639-8e91-bdd1f621400a.png?v=1768492498,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/59_50440bb0-7e96-4a6b-90f1-31e0dbe8df15.png?v=1768492498,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/60_b3dba929-5b2a-4162-bb3a-a1bfb07fbc21.png?v=1768492498,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/61_633cb67b-dbec-4df2-a551-eb728a16398c.png?v=1768492498,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/63_9d19b32b-773c-41c7-831a-58b09000ede3.png?v=1768492498,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/suctionpad_a.png?v=1768492498,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafni-klix-the-icon-set-of-2-brown-turquoise-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0765/0102/5069/files/Product_Pictures_for_Website_15.png?v=1767640524,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
